0.0.185,2025-05-30,^1.77.0,https://JuanBlanco.gallerycdn.vsassets.io/extensions/juanblanco/solidity/0.0.185/1748618644025/Microsoft.VisualStudio.Services.VSIXPackage
0.0.184,2025-03-26,^1.77.0,https://JuanBlanco.gallerycdn.vsassets.io/extensions/juanblanco/solidity/0.0.184/1743006213007/Microsoft.VisualStudio.Services.VSIXPackage
0.0.182,2025-01-07,^1.77.0,https://JuanBlanco.gallerycdn.vsassets.io/extensions/juanblanco/solidity/0.0.182/1736246841196/Microsoft.VisualStudio.Services.VSIXPackage
0.0.181,2025-01-06,^1.77.0,https://JuanBlanco.gallerycdn.vsassets.io/extensions/juanblanco/solidity/0.0.181/1736188204253/Microsoft.VisualStudio.Services.VSIXPackage
0.0.179,2024-10-10,^1.77.0,https://JuanBlanco.gallerycdn.vsassets.io/extensions/juanblanco/solidity/0.0.179/1728554674941/Microsoft.VisualStudio.Services.VSIXPackage
0.0.178,2024-10-08,^1.77.0,https://JuanBlanco.gallerycdn.vsassets.io/extensions/juanblanco/solidity/0.0.178/1728382306426/Microsoft.VisualStudio.Services.VSIXPackage
0.0.177,2024-10-08,^1.77.0,https://JuanBlanco.gallerycdn.vsassets.io/extensions/juanblanco/solidity/0.0.177/1728367579874/Microsoft.VisualStudio.Services.VSIXPackage
0.0.176,2024-09-05,^1.77.0,https://JuanBlanco.gallerycdn.vsassets.io/extensions/juanblanco/solidity/0.0.176/1725559409161/Microsoft.VisualStudio.Services.VSIXPackage
0.0.175,2024-09-04,^1.77.0,https://JuanBlanco.gallerycdn.vsassets.io/extensions/juanblanco/solidity/0.0.175/1725467240095/Microsoft.VisualStudio.Services.VSIXPackage
0.0.174,2024-03-26,^1.77.0,https://JuanBlanco.gallerycdn.vsassets.io/extensions/juanblanco/solidity/0.0.174/1711457661707/Microsoft.VisualStudio.Services.VSIXPackage
0.0.173,2024-03-08,^1.77.0,https://JuanBlanco.gallerycdn.vsassets.io/extensions/juanblanco/solidity/0.0.173/1709907188303/Microsoft.VisualStudio.Services.VSIXPackage
0.0.172,2024-02-22,^1.77.0,https://JuanBlanco.gallerycdn.vsassets.io/extensions/juanblanco/solidity/0.0.172/1708590653718/Microsoft.VisualStudio.Services.VSIXPackage
0.0.171,2024-02-22,^1.77.0,https://JuanBlanco.gallerycdn.vsassets.io/extensions/juanblanco/solidity/0.0.171/1708587203664/Microsoft.VisualStudio.Services.VSIXPackage
0.0.170,2024-02-15,^1.77.0,https://JuanBlanco.gallerycdn.vsassets.io/extensions/juanblanco/solidity/0.0.170/1708007121856/Microsoft.VisualStudio.Services.VSIXPackage
0.0.169,2024-02-12,^1.77.0,https://JuanBlanco.gallerycdn.vsassets.io/extensions/juanblanco/solidity/0.0.169/1707734694133/Microsoft.VisualStudio.Services.VSIXPackage
0.0.168,2024-02-10,^1.77.0,https://JuanBlanco.gallerycdn.vsassets.io/extensions/juanblanco/solidity/0.0.168/1707554609196/Microsoft.VisualStudio.Services.VSIXPackage
0.0.167,2024-02-08,^1.77.0,https://JuanBlanco.gallerycdn.vsassets.io/extensions/juanblanco/solidity/0.0.167/1707395099593/Microsoft.VisualStudio.Services.VSIXPackage
0.0.166,2024-02-02,^1.77.0,https://JuanBlanco.gallerycdn.vsassets.io/extensions/juanblanco/solidity/0.0.166/1706869966668/Microsoft.VisualStudio.Services.VSIXPackage
0.0.165,2023-06-13,^1.77.0,https://JuanBlanco.gallerycdn.vsassets.io/extensions/juanblanco/solidity/0.0.165/1686669644426/Microsoft.VisualStudio.Services.VSIXPackage
0.0.164,2023-06-13,^1.77.0,https://JuanBlanco.gallerycdn.vsassets.io/extensions/juanblanco/solidity/0.0.164/1686653303072/Microsoft.VisualStudio.Services.VSIXPackage
0.0.163,2023-05-18,^1.77.0,https://JuanBlanco.gallerycdn.vsassets.io/extensions/juanblanco/solidity/0.0.163/1684418801748/Microsoft.VisualStudio.Services.VSIXPackage
0.0.162,2023-05-17,^1.77.0,https://JuanBlanco.gallerycdn.vsassets.io/extensions/juanblanco/solidity/0.0.162/1684324012560/Microsoft.VisualStudio.Services.VSIXPackage
0.0.161,2023-05-17,^1.77.0,https://JuanBlanco.gallerycdn.vsassets.io/extensions/juanblanco/solidity/0.0.161/1684310124995/Microsoft.VisualStudio.Services.VSIXPackage
0.0.160,2023-05-17,^1.77.0,https://JuanBlanco.gallerycdn.vsassets.io/extensions/juanblanco/solidity/0.0.160/1684306390113/Microsoft.VisualStudio.Services.VSIXPackage
0.0.159,2023-05-15,^1.77.0,https://JuanBlanco.gallerycdn.vsassets.io/extensions/juanblanco/solidity/0.0.159/1684172591511/Microsoft.VisualStudio.Services.VSIXPackage
0.0.158,2023-05-15,^1.77.0,https://JuanBlanco.gallerycdn.vsassets.io/extensions/juanblanco/solidity/0.0.158/1684171895341/Microsoft.VisualStudio.Services.VSIXPackage
0.0.157,2023-05-12,^1.77.0,https://JuanBlanco.gallerycdn.vsassets.io/extensions/juanblanco/solidity/0.0.157/1683911225634/Microsoft.VisualStudio.Services.VSIXPackage
0.0.156,2023-05-12,^1.77.0,https://JuanBlanco.gallerycdn.vsassets.io/extensions/juanblanco/solidity/0.0.156/1683883692531/Microsoft.VisualStudio.Services.VSIXPackage
0.0.155,2023-05-05,^1.77.0,https://JuanBlanco.gallerycdn.vsassets.io/extensions/juanblanco/solidity/0.0.155/1683312733368/Microsoft.VisualStudio.Services.VSIXPackage
0.0.154,2023-05-05,^1.77.0,https://JuanBlanco.gallerycdn.vsassets.io/extensions/juanblanco/solidity/0.0.154/1683309083839/Microsoft.VisualStudio.Services.VSIXPackage
0.0.153,2023-05-04,^1.77.0,https://JuanBlanco.gallerycdn.vsassets.io/extensions/juanblanco/solidity/0.0.153/1683224845024/Microsoft.VisualStudio.Services.VSIXPackage
0.0.152,2023-04-14,^1.60.0,https://JuanBlanco.gallerycdn.vsassets.io/extensions/juanblanco/solidity/0.0.152/1681462855612/Microsoft.VisualStudio.Services.VSIXPackage
0.0.151,2023-04-13,^1.60.0,https://JuanBlanco.gallerycdn.vsassets.io/extensions/juanblanco/solidity/0.0.151/1681407030552/Microsoft.VisualStudio.Services.VSIXPackage
0.0.150,2023-04-12,^1.60.0,https://JuanBlanco.gallerycdn.vsassets.io/extensions/juanblanco/solidity/0.0.150/1681317824012/Microsoft.VisualStudio.Services.VSIXPackage
0.0.149,2023-03-07,^1.60.0,https://JuanBlanco.gallerycdn.vsassets.io/extensions/juanblanco/solidity/0.0.149/1678206728494/Microsoft.VisualStudio.Services.VSIXPackage
0.0.148,2023-03-07,^1.60.0,https://JuanBlanco.gallerycdn.vsassets.io/extensions/juanblanco/solidity/0.0.148/1678203118776/Microsoft.VisualStudio.Services.VSIXPackage
0.0.147,2023-03-07,^1.60.0,https://JuanBlanco.gallerycdn.vsassets.io/extensions/juanblanco/solidity/0.0.147/1678194357956/Microsoft.VisualStudio.Services.VSIXPackage
0.0.146,2023-03-07,^1.60.0,https://JuanBlanco.gallerycdn.vsassets.io/extensions/juanblanco/solidity/0.0.146/1678192691686/Microsoft.VisualStudio.Services.VSIXPackage
0.0.145,2023-03-07,^1.60.0,https://JuanBlanco.gallerycdn.vsassets.io/extensions/juanblanco/solidity/0.0.145/1678191552573/Microsoft.VisualStudio.Services.VSIXPackage
0.0.144,2023-03-07,^1.60.0,https://JuanBlanco.gallerycdn.vsassets.io/extensions/juanblanco/solidity/0.0.144/1678191033130/Microsoft.VisualStudio.Services.VSIXPackage
0.0.143,2023-03-07,^1.60.0,https://JuanBlanco.gallerycdn.vsassets.io/extensions/juanblanco/solidity/0.0.143/1678189268942/Microsoft.VisualStudio.Services.VSIXPackage
